raw_department,facility_count,canonical_keys,canonical_names,status
内科,59363,internal_general,内科（総合）,MAPPED
小児科,21475,pediatrics,小児科,MAPPED
リハビリテーション科,18817,rehabilitation,リハビリテーション科,MAPPED
整形外科,16919,orthopedics,整形外科,MAPPED
循環器内科,15934,cardiology,循環器内科,MAPPED
外科,15719,general_surgery,外科,MAPPED
消化器内科,15429,gastroenterology,消化器内科,MAPPED
皮膚科,15383,dermatology,皮膚科,MAPPED
精神科,10462,psychiatry,精神科,MAPPED
眼科,10299,ophthalmology,眼科,MAPPED
呼吸器内科,9906,respiratory,呼吸器内科,MAPPED
アレルギー科,9199,allergy,アレルギー,MAPPED
耳鼻咽喉科,7308,ent,耳鼻咽喉科,MAPPED
心療内科,6798,psychosomatic,心療内科,MAPPED
泌尿器科,6581,urology,泌尿器科,MAPPED
放射線科,6393,radiology,放射線科,MAPPED
リウマチ科,6078,rheumatology,リウマチ・膠原病,MAPPED
胃腸内科,5856,gastroenterology,消化器内科,MAPPED
脳神経内科,5752,neurology,脳神経内科,MAPPED
麻酔科,4755,anesthesiology,麻酔科,MAPPED
脳神経外科,4658,neurosurgery,脳神経外科,MAPPED
形成外科,3988,plastic_surgery,形成外科,MAPPED
肛門外科,3666,colorectal_anal_surgery,肛門・大腸外科,MAPPED
婦人科,3588,obgyn,産婦人科系,MAPPED
糖尿病内科,3537,diabetes_metabolic,糖尿病・代謝内科,MAPPED
産婦人科,3128,obgyn,産婦人科系,MAPPED
腎臓内科,2342,nephrology,腎臓内科,MAPPED
消化器外科,1915,gi_surgery,消化器外科,MAPPED
他,1882,,,UNRESOLVED
乳腺外科,1637,breast_surgery,乳腺外科,MAPPED
美容皮膚科,1579,cosmetic_dermatology,美容皮膚科,MAPPED
心臓血管外科,1364,cardiovascular_surgery,心臓血管外科,MAPPED
神経科,1300,psychiatry,精神科,MAPPED
産科,1226,obgyn,産婦人科系,MAPPED
人工透析内科,1210,nephrology,腎臓内科,MAPPED
内視鏡内科,1159,gastroenterology,消化器内科,MAPPED
呼吸器外科,1159,resp_surgery,呼吸器外科,MAPPED
病理診断科,1054,pathology,病理診断科,MAPPED
血液内科,901,hematology,血液内科,MAPPED
美容外科,877,cosmetic_surgery,美容外科,MAPPED
緩和ケア内科,821,palliative,緩和ケア,MAPPED
救急科,768,emergency,救急科,MAPPED
漢方内科,680,internal_general|kampo,内科（総合）|漢方・和漢,MAPPED
小児外科,679,pediatric_surgery,小児外科,MAPPED
内分泌内科,657,diabetes_metabolic,糖尿病・代謝内科,MAPPED
小児皮膚科,557,pediatric_dermatology,小児皮膚科,MAPPED
気食,535,ent,耳鼻咽喉科,MAPPED
肝臓内科,442,gastroenterology,消化器内科,MAPPED
老年内科,410,internal_general|geriatrics,内科（総合）|老年内科,MAPPED
ペインクリニック内科,382,internal_general|pain,内科（総合）|ペインクリニック,MAPPED
美皮,362,cosmetic_dermatology,美容皮膚科,MAPPED
血管外科,362,cardiovascular_surgery,心臓血管外科,MAPPED
児童精神科,351,psychiatry,精神科,MAPPED
腫瘍内科,337,oncology,腫瘍内科,MAPPED
放射線診断科,301,radiology_diagnostic,放射線診断科,MAPPED
救命,292,emergency,救急科,MAPPED
感染症内科,273,infectious,感染症内科,MAPPED
糖尿病・内分泌内科,261,diabetes_metabolic,糖尿病・代謝内科,MAPPED
小児耳鼻咽喉科,252,pediatric_ent,小児耳鼻咽喉科,MAPPED
放射線治療科,231,radiology_therapy,放射線治療科,MAPPED
肛門内科,216,internal_general,内科（総合）,MAPPED
内視内,215,gastroenterology,消化器内科,MAPPED
糖尿病・代謝内科,214,diabetes_metabolic,糖尿病・代謝内科,MAPPED
老年精神科,206,psychiatry,精神科,MAPPED
胃内,192,gastroenterology,消化器内科,MAPPED
臨床,174,lab_medicine,臨床検査科,MAPPED
ペインクリニック外科,164,general_surgery|pain,外科|ペインクリニック,MAPPED
代謝内科,162,diabetes_metabolic,糖尿病・代謝内科,MAPPED
頭頸部外科,157,head_neck_surgery,頭頸部外科,MAPPED
睡眠障害内科,151,internal_general|sleep_medicine,内科（総合）|睡眠医療,MAPPED
女性内科,148,womens_medicine,女性内科,MAPPED
漢内,147,kampo,漢方・和漢,MAPPED
耳,147,ent,耳鼻咽喉科,MAPPED
内視鏡外科,143,gi_surgery,消化器外科,MAPPED
腎臓内科（人工透析）,143,nephrology,腎臓内科,MAPPED
皮ひ,137,dermatology,皮膚科,MAPPED
小皮,131,pediatric_dermatology,小児皮膚科,MAPPED
和漢,130,kampo,漢方・和漢,MAPPED
人透内,129,nephrology,腎臓内科,MAPPED
性,125,,,UNRESOLVED
臨床検査科,122,lab_medicine,臨床検査科,MAPPED
小児眼科,110,pediatric_ophthalmology,小児眼科,MAPPED
脂質代謝内科,108,diabetes_metabolic,糖尿病・代謝内科,MAPPED
大腸・肛門外科,106,colorectal_anal_surgery,肛門・大腸外科,MAPPED
内分泌・代謝内科,104,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内泌内,101,diabetes_metabolic,糖尿病・代謝内科,MAPPED
分内,98,diabetes_metabolic,糖尿病・代謝内科,MAPPED
疼痛緩和内科,94,palliative|pain,緩和ケア|ペインクリニック,MAPPED
肝内,94,gastroenterology,消化器内科,MAPPED
小耳い,90,pediatric_ent,小児耳鼻咽喉科,MAPPED
老内,85,geriatrics,老年内科,MAPPED
胃腸外科,85,gi_surgery,消化器外科,MAPPED
こう外,76,colorectal_anal_surgery,肛門・大腸外科,MAPPED
性感染症内科,76,infectious|sexual_medicine,感染症内科|性感染症・性病科,MAPPED
血外,76,cardiovascular_surgery,心臓血管外科,MAPPED
児精,73,psychiatry,精神科,MAPPED
緩ケア内,73,palliative,緩和ケア,MAPPED
新生児内科,72,internal_general|pediatrics,内科（総合）|小児科,MAPPED
透内,72,nephrology,腎臓内科,MAPPED
糖尿病代謝内科,70,diabetes_metabolic,糖尿病・代謝内科,MAPPED
乳腺・内分泌外科,69,general_surgery,外科,MAPPED
女性泌尿器科,67,urology,泌尿器科,MAPPED
泌尿器科（人工透析）,65,urology,泌尿器科,MAPPED
美容内科,64,cosmetic_medicine,美容内科,MAPPED
内分泌代謝内科,62,diabetes_metabolic,糖尿病・代謝内科,MAPPED
神経精神科,62,psychiatry,精神科,MAPPED
糖尿病内分泌内科,61,diabetes_metabolic,糖尿病・代謝内科,MAPPED
放診,58,radiology_diagnostic,放射線診断科,MAPPED
内分泌外科,57,general_surgery,外科,MAPPED
小児アレルギー科,57,pediatric_allergy,小児アレルギー,MAPPED
小眼,57,pediatric_ophthalmology,小児眼科,MAPPED
小児泌尿器科,56,pediatric_urology,小児泌尿器科,MAPPED
透析内科,56,nephrology,腎臓内科,MAPPED
放治,55,radiology_therapy,放射線治療科,MAPPED
ペイン内,53,pain,ペインクリニック,MAPPED
小児循環器内科,53,pediatric_cardiology,小児循環器,MAPPED
消化器内科（内視鏡）,53,gastroenterology,消化器内科,MAPPED
消胃,52,gastroenterology,消化器内科,MAPPED
耳鼻いんこう科,51,ent,耳鼻咽喉科,MAPPED
総合診療科,50,general_practice,総合診療科,MAPPED
血管外,50,cardiovascular_surgery,心臓血管外科,MAPPED
膠原病内科,49,rheumatology,リウマチ・膠原病,MAPPED
老精,48,psychiatry,精神科,MAPPED
糖尿病内,47,diabetes_metabolic,糖尿病・代謝内科,MAPPED
小児神経内科,45,pediatric_neurology,小児神経,MAPPED
心臓リハビリテーション科,45,rehabilitation,リハビリテーション科,MAPPED
糖・分内,45,diabetes_metabolic,糖尿病・代謝内科,MAPPED
【主,44,,,UNRESOLVED
乳腺内科,44,internal_general,内科（総合）,MAPPED
甲状腺内科,44,internal_general,内科（総合）,MAPPED
精神神経科,44,psychiatry,精神科,MAPPED
腫内,44,oncology,腫瘍内科,MAPPED
心臓内科,43,internal_general|cardiology,内科（総合）|循環器内科,MAPPED
緩和ケア外科,43,palliative|general_surgery,緩和ケア|外科,MAPPED
気管食道外科,42,general_surgery,外科,MAPPED
リウマチ・膠原病内科,41,rheumatology,リウマチ・膠原病,MAPPED
睡眠障害精神科,40,psychiatry,精神科,MAPPED
代内,39,diabetes_metabolic,糖尿病・代謝内科,MAPPED
循環器外科,39,cardiovascular_surgery,心臓血管外科,MAPPED
腫瘍外科,39,general_surgery,外科,MAPPED
アレルギー疾患内科,38,internal_general|allergy,内科（総合）|アレルギー,MAPPED
児童・思春期精神科,38,psychiatry,精神科,MAPPED
大腸外科,38,general_surgery|gi_surgery,外科|消化器外科,MAPPED
心臓,38,,,UNRESOLVED
頭頚部外科,38,general_surgery,外科,MAPPED
内分泌・糖尿病内科,35,diabetes_metabolic,糖尿病・代謝内科,MAPPED
心臓血管内科,35,internal_general|cardiology,内科（総合）|循環器内科,MAPPED
介護,34,,,UNRESOLVED
小児整形外科,34,orthopedics,整形外科,MAPPED
産婦人科（生殖医療）,34,obgyn,産婦人科系,MAPPED
緩和ケア科,34,palliative,緩和ケア,MAPPED
血液内,34,hematology,血液内科,MAPPED
気管食道内科,33,internal_general,内科（総合）,MAPPED
消化器・肝臓内科,33,gastroenterology,消化器内科,MAPPED
神経小児科,33,pediatrics,小児科,MAPPED
肝臓・胆のう・膵臓外科,33,general_surgery,外科,MAPPED
小児耳鼻いんこう科,32,pediatric_ent,小児耳鼻咽喉科,MAPPED
ペインクリニック整形外科,31,orthopedics|pain,整形外科|ペインクリニック,MAPPED
人工透析外科,31,general_surgery,外科,MAPPED
血液・腫瘍内科,31,hematology|oncology,血液内科|腫瘍内科,MAPPED
ペイン外,30,pain,ペインクリニック,MAPPED
代謝・内分泌内科,30,diabetes_metabolic,糖尿病・代謝内科,MAPPED
女内,30,womens_medicine,女性内科,MAPPED
移植外科,30,general_surgery,外科,MAPPED
胸外,30,resp_surgery,呼吸器外科,MAPPED
②循環器内科,29,cardiology,循環器内科,MAPPED
乳腺外,29,breast_surgery,乳腺外科,MAPPED
小児精神科,28,psychiatry,精神科,MAPPED
肝臓外科,28,general_surgery|gi_surgery,外科|消化器外科,MAPPED
人工透析,27,nephrology,腎臓内科,MAPPED
内分泌内,27,diabetes_metabolic,糖尿病・代謝内科,MAPPED
睡眠障害耳鼻咽喉科,27,sleep_medicine|ent,睡眠医療|耳鼻咽喉科,MAPPED
肛門外,27,colorectal_anal_surgery,肛門・大腸外科,MAPPED
腎臓内,27,nephrology,腎臓内科,MAPPED
小児神経科,26,psychiatry,精神科,MAPPED
感内,26,infectious,感染症内科,MAPPED
総合内科,25,internal_general,内科（総合）,MAPPED
肝臓・消化器内科,25,gastroenterology,消化器内科,MAPPED
その他,24,,,UNRESOLVED
アレルギー内科,24,internal_general|allergy,内科（総合）|アレルギー,MAPPED
消化器内視鏡内科,24,gastroenterology,消化器内科,MAPPED
精神科（睡眠障害）,24,psychiatry,精神科,MAPPED
糖尿病・内分泌・代謝内科,24,diabetes_metabolic,糖尿病・代謝内科,MAPPED
胃腸内,24,gastroenterology,消化器内科,MAPPED
漢方皮膚科,23,dermatology,皮膚科,MAPPED
甲状腺外科,23,general_surgery,外科,MAPPED
腎臓外科,23,general_surgery,外科,MAPPED
②消化器内科,22,gastroenterology,消化器内科,MAPPED
こう門外科,22,general_surgery,外科,MAPPED
リウマチ内科,22,rheumatology,リウマチ・膠原病,MAPPED
糖尿病・代謝・内分泌内科,22,diabetes_metabolic,糖尿病・代謝内科,MAPPED
耳鼻咽喉科・頭頸部外科,22,head_neck_surgery|ent,頭頸部外科|耳鼻咽喉科,MAPPED
い,21,,,UNRESOLVED
一般,21,,,UNRESOLVED
糖尿病科,21,diabetes_metabolic,糖尿病・代謝内科,MAPPED
大腸肛門外科,20,colorectal_anal_surgery,肛門・大腸外科,MAPPED
糖・内泌内,20,diabetes_metabolic,糖尿病・代謝内科,MAPPED
肝臓・胆のう・膵臓内科,20,gastroenterology,消化器内科,MAPPED
内視外,19,gi_surgery,消化器外科,MAPPED
小児心療内科,19,psychosomatic,心療内科,MAPPED
漢方精神科,19,psychiatry,精神科,MAPPED
緩ケ内,19,palliative,緩和ケア,MAPPED
1,18,,,UNRESOLVED
リハビシテーション科,18,rehabilitation,リハビリテーション科,MAPPED
緩和ケア内,18,palliative,緩和ケア,MAPPED
脊椎外科,18,general_surgery,外科,MAPPED
頭頸外,18,head_neck_surgery,頭頸部外科,MAPPED
乳腺内分泌外科,17,general_surgery,外科,MAPPED
内視鏡外,17,gi_surgery,消化器外科,MAPPED
女ひ,17,,,UNRESOLVED
婦人科（不妊治療）,17,obgyn,産婦人科系,MAPPED
婦人科（生殖医療）,17,obgyn,産婦人科系,MAPPED
小児科（新生児）,17,pediatrics,小児科,MAPPED
気管食道科,17,ent,耳鼻咽喉科,MAPPED
糖尿病・脂質代謝内科,17,diabetes_metabolic,糖尿病・代謝内科,MAPPED
乳腺科,16,breast_surgery,乳腺外科,MAPPED
内科（人工透析）,16,nephrology,腎臓内科,MAPPED
救,16,emergency,救急科,MAPPED
生殖医療婦人科,16,obgyn,産婦人科系,MAPPED
睡内,16,sleep_medicine,睡眠医療,MAPPED
糖尿病・内分泌代謝内科,16,diabetes_metabolic,糖尿病・代謝内科,MAPPED
耳鼻咽喉・頭頸部外科,16,head_neck_surgery|ent,頭頸部外科|耳鼻咽喉科,MAPPED
腫瘍内,16,oncology,腫瘍内科,MAPPED
一般内科,15,internal_general,内科（総合）,MAPPED
分・糖内,15,diabetes_metabolic,糖尿病・代謝内科,MAPPED
小児内分泌内科,15,pediatrics;diabetes_metabolic,小児科;糖尿病・代謝内科,MAPPED
胃外,15,gi_surgery,消化器外科,MAPPED
胆のう外科,15,general_surgery,外科,MAPPED
脂代内,15,diabetes_metabolic,糖尿病・代謝内科,MAPPED
脳・血管内科,15,internal_general|neurology,内科（総合）|脳神経内科,MAPPED
腹部外科,15,general_surgery,外科,MAPPED
血管内科,15,internal_general,内科（総合）,MAPPED
食道外科,15,general_surgery,外科,MAPPED
心臓外科,14,general_surgery,外科,MAPPED
泌尿器科（不妊治療）,14,urology,泌尿器科,MAPPED
消化器内科（胃腸内科）,14,gastroenterology,消化器内科,MAPPED
漢方小児科,14,pediatrics,小児科,MAPPED
疼緩内,14,palliative,緩和ケア,MAPPED
老人内科,14,internal_general|geriatrics,内科（総合）|老年内科,MAPPED
老年心療内科,14,psychosomatic,心療内科,MAPPED
腫瘍精神科,14,psychiatry,精神科,MAPPED
血液腫瘍内科,14,hematology|oncology,血液内科|腫瘍内科,MAPPED
人工透析内,13,nephrology,腎臓内科,MAPPED
内分泌糖尿病内科,13,diabetes_metabolic,糖尿病・代謝内科,MAPPED
小アレ,13,pediatric_allergy,小児アレルギー,MAPPED
小児脳神経外科,13,neurosurgery,脳神経外科,MAPPED
小神内,13,neurology|pediatric_neurology,脳神経内科|小児神経,MAPPED
感染内,13,infectious,感染症内科,MAPPED
消火器内科,13,internal_general,内科（総合）,MAPPED
糖・代内,13,diabetes_metabolic,糖尿病・代謝内科,MAPPED
美内,13,cosmetic_medicine,美容内科,MAPPED
膵臓外科,13,general_surgery,外科,MAPPED
透析外科,13,general_surgery,外科,MAPPED
①消化器内科,12,gastroenterology,消化器内科,MAPPED
ペインクリニック・整形外科,12,orthopedics|pain,整形外科|ペインクリニック,MAPPED
小児内科,12,pediatrics,小児科,MAPPED
小児形成外科,12,plastic_surgery,形成外科,MAPPED
小児腎臓内科,12,pediatric_nephrology,小児腎臓,MAPPED
漢方内,12,kampo,漢方・和漢,MAPPED
男性泌尿器科,12,urology,泌尿器科,MAPPED
胸部外科,12,general_surgery,外科,MAPPED
腫瘍放射線科,12,radiology,放射線科,MAPPED
血・腫内,12,hematology|oncology,血液内科|腫瘍内科,MAPPED
血液透析内科,12,nephrology,腎臓内科,MAPPED
高齢者内科,12,internal_general|geriatrics,内科（総合）|老年内科,MAPPED
こ外,11,pediatric_surgery,小児外科,MAPPED
リウマチ膠原病内科,11,rheumatology,リウマチ・膠原病,MAPPED
乳・分外,11,breast_surgery,乳腺外科,MAPPED
乳内,11,,,UNRESOLVED
乳腺・甲状腺外科,11,general_surgery,外科,MAPPED
人工透析科,11,nephrology,腎臓内科,MAPPED
小ひ,11,pediatric_dermatology,小児皮膚科,MAPPED
心リハ,11,rehabilitation,リハビリテーション科,MAPPED
思春期精神科,11,psychiatry,精神科,MAPPED
漢方婦人科,11,obgyn,産婦人科系,MAPPED
理学診療科,11,rehabilitation,リハビリテーション科,MAPPED
糖内泌内,11,diabetes_metabolic,糖尿病・代謝内科,MAPPED
膠原病・リウマチ内科,11,rheumatology,リウマチ・膠原病,MAPPED
リウマチ・膠原病科,10,rheumatology,リウマチ・膠原病,MAPPED
内分泌・代謝・糖尿病内科,10,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内視鏡科,10,gastroenterology,消化器内科,MAPPED
呼吸器・アレルギー内科,10,respiratory|allergy,呼吸器内科|アレルギー,MAPPED
小児リハビリテーション科,10,rehabilitation,リハビリテーション科,MAPPED
性感内,10,infectious|sexual_medicine,感染症内科|性感染症・性病科,MAPPED
感染症内,10,infectious,感染症内科,MAPPED
気食外,10,ent,耳鼻咽喉科,MAPPED
消化器内,10,gastroenterology,消化器内科,MAPPED
睡耳い,10,sleep_medicine|ent,睡眠医療|耳鼻咽喉科,MAPPED
神精,10,psychiatry,精神科,MAPPED
糖代内,10,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿病内科（代謝内科）,10,diabetes_metabolic,糖尿病・代謝内科,MAPPED
美容皮ふ科,10,cosmetic_dermatology,美容皮膚科,MAPPED
美容皮膚科（自費）,10,cosmetic_dermatology,美容皮膚科,MAPPED
老年内,10,geriatrics,老年内科,MAPPED
こう門科,9,colorectal_anal_surgery,肛門・大腸外科,MAPPED
ペインクリニック,9,pain,ペインクリニック,MAPPED
ペインクリニック内,9,pain,ペインクリニック,MAPPED
不妊治療婦人科,9,obgyn,産婦人科系,MAPPED
内分泌科,9,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内泌・代内,9,diabetes_metabolic,糖尿病・代謝内科,MAPPED
小児耳鼻科,9,pediatric_ent,小児耳鼻咽喉科,MAPPED
小循内,9,cardiology|pediatric_cardiology,循環器内科|小児循環器,MAPPED
循環器内,9,cardiology,循環器内科,MAPPED
循環器小児科,9,pediatrics,小児科,MAPPED
新生内,9,pediatrics,小児科,MAPPED
気食内,9,ent,耳鼻咽喉科,MAPPED
疼内,9,pain,ペインクリニック,MAPPED
疼痛緩和外科,9,general_surgery|pain,外科|ペインクリニック,MAPPED
病診,9,pathology,病理診断科,MAPPED
睡眠障害心療内科,9,psychosomatic,心療内科,MAPPED
美容皮,9,cosmetic_dermatology,美容皮膚科,MAPPED
老心内,9,geriatrics;psychosomatic,老年内科;心療内科,MAPPED
肝臓内,9,gastroenterology,消化器内科,MAPPED
脊椎・脊髄外科,9,general_surgery,外科,MAPPED
脳神内,9,neurology,脳神経内科,MAPPED
腎臓内科（透析）,9,nephrology,腎臓内科,MAPPED
腎臓移植外科,9,general_surgery,外科,MAPPED
内分泌代謝科,8,diabetes_metabolic,糖尿病・代謝内科,MAPPED
分・代内,8,diabetes_metabolic,糖尿病・代謝内科,MAPPED
呼吸器腫瘍内科,8,respiratory|oncology,呼吸器内科|腫瘍内科,MAPPED
大腸外,8,gi_surgery,消化器外科,MAPPED
小整外,8,orthopedics,整形外科,MAPPED
形成・美容外科,8,cosmetic_surgery,美容外科,MAPPED
心臓内,8,cardiology,循環器内科,MAPPED
手外科,8,general_surgery,外科,MAPPED
放射線診断,8,radiology_diagnostic,放射線診断科,MAPPED
消化器・内視鏡内科,8,gastroenterology,消化器内科,MAPPED
消化器内科・消化器外科,8,gastroenterology;gi_surgery,消化器内科;消化器外科,MAPPED
消化器外科（内視鏡）,8,gi_surgery,消化器外科,MAPPED
理学療法科,8,rehabilitation,リハビリテーション科,MAPPED
皮膚外科,8,general_surgery,外科,MAPPED
睡精,8,sleep_medicine;psychiatry,睡眠医療;精神科,MAPPED
糖尿病・代謝内,8,diabetes_metabolic,糖尿病・代謝内科,MAPPED
緩和ケア,8,palliative,緩和ケア,MAPPED
胃外科,8,general_surgery|gi_surgery,外科|消化器外科,MAPPED
胃腸科内科,8,gastroenterology,消化器内科,MAPPED
脂内,8,diabetes_metabolic,糖尿病・代謝内科,MAPPED
脳神経小児科,8,pediatrics,小児科,MAPPED
腎内（人透）,8,nephrology,腎臓内科,MAPPED
腎臓,8,nephrology,腎臓内科,MAPPED
腎臓泌尿器科,8,urology,泌尿器科,MAPPED
膵臓内科,8,internal_general|gastroenterology,内科（総合）|消化器内科,MAPPED
頭外,8,neurosurgery|head_neck_surgery,脳神経外科|頭頸部外科,MAPPED
頭頸部・耳鼻咽喉科,8,ent,耳鼻咽喉科,MAPPED
6,7,,,UNRESOLVED
リウマチ膠原病科,7,rheumatology,リウマチ・膠原病,MAPPED
代謝内,7,diabetes_metabolic,糖尿病・代謝内科,MAPPED
児童思春期精神科,7,psychiatry,精神科,MAPPED
化学療法内科,7,internal_general|oncology,内科（総合）|腫瘍内科,MAPPED
外科（がん）,7,general_surgery,外科,MAPPED
外科（内視鏡）,7,general_surgery,外科,MAPPED
女性漢方内科,7,kampo,漢方・和漢,MAPPED
小児心臓血管外科,7,cardiovascular_surgery,心臓血管外科,MAPPED
性感染症婦人科,7,obgyn,産婦人科系,MAPPED
気・耳い,7,ent,耳鼻咽喉科,MAPPED
気管食道・耳鼻咽喉科,7,ent,耳鼻咽喉科,MAPPED
消内（内視）,7,gastroenterology,消化器内科,MAPPED
消化器肝臓内科,7,gastroenterology,消化器内科,MAPPED
睡眠障害内,7,sleep_medicine,睡眠医療,MAPPED
糖尿病,7,diabetes_metabolic,糖尿病・代謝内科,MAPPED
胃腸外,7,gi_surgery,消化器外科,MAPPED
脳・血管外科,7,cardiovascular_surgery,心臓血管外科,MAPPED
膠原病リウマチ内科,7,rheumatology,リウマチ・膠原病,MAPPED
膠原病・リウマチ科,7,rheumatology,リウマチ・膠原病,MAPPED
①循環器内科,6,cardiology,循環器内科,MAPPED
がん内科,6,internal_general|oncology,内科（総合）|腫瘍内科,MAPPED
アレ疾内,6,allergy,アレルギー,MAPPED
ペインクリニック科,6,pain,ペインクリニック,MAPPED
代謝内分泌内科,6,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内泌代内,6,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内科（ペインクリニック）,6,internal_general|pain,内科（総合）|ペインクリニック,MAPPED
内科（循環器）,6,cardiology,循環器内科,MAPPED
呼吸器,6,respiratory,呼吸器内科,MAPPED
婦（妊）,6,obgyn,産婦人科系,MAPPED
小心内,6,pediatric_cardiology,小児循環器,MAPPED
思春期内科,6,,,UNRESOLVED
消内（内視鏡）,6,gastroenterology,消化器内科,MAPPED
漢方耳鼻咽喉科,6,ent,耳鼻咽喉科,MAPPED
産婦人科（不妊治療）,6,obgyn,産婦人科系,MAPPED
精神腫瘍科,6,psychiatry;oncology,精神科;腫瘍内科,MAPPED
糖尿・内分泌内科,6,diabetes_metabolic,糖尿病・代謝内科,MAPPED
肝・胆・膵外科,6,general_surgery,外科,MAPPED
脳卒中内科,6,internal_general|neurology,内科（総合）|脳神経内科,MAPPED
脳神経内,6,neurology,脳神経内科,MAPPED
脳血管内科,6,internal_general|neurology,内科（総合）|脳神経内科,MAPPED
腎外,6,,,UNRESOLVED
腎臓・泌尿器科,6,urology,泌尿器科,MAPPED
鏡内,6,gastroenterology,消化器内科,MAPPED
（新）小,6,,,UNRESOLVED
50,5,,,UNRESOLVED
60,5,,,UNRESOLVED
ひ（人工透析）,5,nephrology,腎臓内科,MAPPED
アレルギー疾患皮膚科,5,dermatology,皮膚科,MAPPED
ペインクリニック外,5,pain,ペインクリニック,MAPPED
内分泌・代謝内,5,diabetes_metabolic,糖尿病・代謝内科,MAPPED
呼吸器アレルギー科,5,respiratory|allergy,呼吸器内科|アレルギー,MAPPED
呼吸器・感染症内科,5,respiratory|infectious,呼吸器内科|感染症内科,MAPPED
大腸肛外,5,colorectal_anal_surgery,肛門・大腸外科,MAPPED
小児循環器科,5,pediatric_cardiology,小児循環器,MAPPED
循内】,5,cardiology,循環器内科,MAPPED
思精,5,psychiatry,精神科,MAPPED
性感染症外科,5,general_surgery,外科,MAPPED
性感染症泌尿器科,5,urology,泌尿器科,MAPPED
感染症科,5,infectious,感染症内科,MAPPED
放射線治療,5,radiology_therapy,放射線治療科,MAPPED
放診断,5,radiology_diagnostic,放射線診断科,MAPPED
整形リハビリテーション科,5,rehabilitation,リハビリテーション科,MAPPED
新内,5,,,UNRESOLVED
消内】,5,gastroenterology,消化器内科,MAPPED
消化器内視鏡外科,5,gi_surgery,消化器外科,MAPPED
産婦（生殖医療）,5,obgyn,産婦人科系,MAPPED
男性内科,5,internal_general,内科（総合）,MAPPED
睡眠障害呼吸器内科,5,respiratory,呼吸器内科,MAPPED
睡眠障害小児科,5,pediatrics,小児科,MAPPED
神経精神,5,psychiatry,精神科,MAPPED
移外,5,general_surgery,外科,MAPPED
糖尿内,5,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿内科,5,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿病内分泌代謝内科,5,diabetes_metabolic,糖尿病・代謝内科,MAPPED
糖尿病内分泌内,5,diabetes_metabolic,糖尿病・代謝内科,MAPPED
緩和医療科,5,palliative,緩和ケア,MAPPED
緩外,5,palliative;general_surgery,緩和ケア;外科,MAPPED
耳鼻いんこう科・頭頸部外科,5,head_neck_surgery|ent,頭頸部外科|耳鼻咽喉科,MAPPED
胸部・心臓血管外科,5,cardiovascular_surgery,心臓血管外科,MAPPED
腎臓・リウマチ科,5,nephrology|rheumatology,腎臓内科|リウマチ・膠原病,MAPPED
腫外,5,oncology;general_surgery,腫瘍内科;外科,MAPPED
腫瘍・血液内科,5,hematology|oncology,血液内科|腫瘍内科,MAPPED
腫瘍外,5,oncology;general_surgery,腫瘍内科;外科,MAPPED
透外,5,nephrology;general_surgery,腎臓内科;外科,MAPPED
頭頸部外,5,head_neck_surgery,頭頸部外科,MAPPED
食道・胃腸外科,5,gi_surgery,消化器外科,MAPPED
①胃腸内科,4,gastroenterology,消化器内科,MAPPED
こう門内科,4,internal_general,内科（総合）,MAPPED
アレルギー・リウマチ内科,4,rheumatology,リウマチ・膠原病,MAPPED
アレルギー疾患リウマチ科,4,rheumatology,リウマチ・膠原病,MAPPED
一般外科,4,general_surgery,外科,MAPPED
乳腺,4,breast_surgery,乳腺外科,MAPPED
乳腺内分泌外,4,breast_surgery;general_surgery,乳腺外科;外科,MAPPED
乳腺甲状腺外科,4,general_surgery,外科,MAPPED
代・内泌内,4,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内分泌代謝・糖尿病内科,4,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内泌外,4,general_surgery,外科,MAPPED
内泌糖内,4,diabetes_metabolic,糖尿病・代謝内科,MAPPED
内科（消化器）,4,gastroenterology,消化器内科,MAPPED
化内,4,,,UNRESOLVED
呼吸器アレルギー内科,4,respiratory|allergy,呼吸器内科|アレルギー,MAPPED
呼吸器・乳腺外科,4,breast_surgery,乳腺外科,MAPPED
外科（人工透析）,4,general_surgery,外科,MAPPED
大腸・肛外,4,colorectal_anal_surgery,肛門・大腸外科,MAPPED
大腸・肛門内科,4,internal_general,内科（総合）,MAPPED
大腸・肛門科,4,colorectal_anal_surgery,肛門・大腸外科,MAPPED
女性心療内科,4,psychosomatic,心療内科,MAPPED
婦（生）,4,obgyn,産婦人科系,MAPPED
小児内分泌科,4,pediatrics;diabetes_metabolic,小児科;糖尿病・代謝内科,MAPPED
小児糖尿病内科,4,pediatrics;diabetes_metabolic,小児科;糖尿病・代謝内科,MAPPED
小整形,4,pediatrics;orthopedics,小児科;整形外科,MAPPED
